Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Zaccara, S; Quadroni, S; De Santis, V; Vanetti, I; Carosi, A; Crosa, G; Britton, JR; Lorenzoni, M",,,,"Zaccara, Serena; Quadroni, Silvia; De Santis, Vanessa; Vanetti, Isabella; Carosi, Antonella; Crosa, Giuseppe; Britton, J. Robert; Lorenzoni, Massimo",,,Genetic and phenotypic displacement of an endemicBarbuscomplex by invasive European barbelBarbus barbusin central Italy,BIOLOGICAL INVASIONS,,,,,,,,,,,,"Invasions of alien fishes can result in considerable consequences for native biodiversity, including local extinctions of native species through genetic introgression. In Italy, the alien European barbelBarbus barbuswas first detected in 1994. It has since undergone range expansion, raising conservation concerns on their impacts on endemicBarbusspecies, includingBarbus plebejusandBarbus tyberinus. Here, the genetic and phenotypic consequences ofB. barbusinvasion in the Tyrrhenian and Adriatic basins of central Italy were assessed by comparing 'invaded' with 'uninvaded' river sections that remain free ofB. barbusdue to barriers preventing their upstream dispersal. In both basins, uninvaded sites were confirmed asB. barbusfree, but the endemic populations had low genetic variability. In the invaded sections, haplotype and nucleotide diversity was relatively high, with introgression skewed towardsB. barbusgenes, with the barbel populations comprising of only 4% and 23% of pureB. tyberinusandB. plebejusrespectively. Relatively high morphological differentiation was apparent between pureB. tyberinusand hybrid forms, whilst differences were less apparent between pureB. plebejusand their hybrid forms. Thus, the endemicBarbusspecies only persist in areas that remain free of invasiveB. barbus, with this only due to river structures that impede their upstream movements. As these structures also limit the effective population size of the endemic species, conservation plans must reconcileB. barbusdispersal prevention with the need to increase the population connectivity of the endemics.",,,,"Quadroni, Silvia/T-1972-2019; De Santis, Vanessa/ABE-8885-2020","Quadroni, Silvia/0000-0003-1295-2108; Zaccara, Serena/0000-0002-1584-7111",,,,,,,,,,,,1387-3547,1573-1464,,,,FEB,2021,23,2,,,,,521,535,,10.1007/s10530-020-02379-2,,OCT 2020,,,,,WOS:000577490200001,,,,,,
J,"Kosmala, GK; Brown, GP; Shine, R; Christian, K",,,,"Kosmala, Georgia K.; Brown, Gregory P.; Shine, Richard; Christian, Keith",,,Skin resistance to water gain and loss has changed in cane toads (Rhinella marina) during their Australian invasion,ECOLOGY AND EVOLUTION,,,,,,,,,,,,"The water-permeable skin of amphibians renders them highly sensitive to climatic conditions, and interspecific correlations between environmental moisture levels and rates of water exchange across the skin suggest that natural selection adapts hydroregulatory mechanisms to local challenges. How quickly can such mechanisms shift when a species encounters novel moisture regimes? Cutaneous resistance to water loss and gain in wild-caught cane toads (Rhinella marina) from Brazil, USA (Hawai'i) and Australia exhibited strong geographic variation. Cutaneous resistance was low in native-range (Brazilian) toads and in Hawai'ian populations (where toads were introduced in 1932) but significantly higher in toads from eastern Australia (where toads were introduced in 1935). Toads from recently invaded areas in western Australia exhibited cutaneous resistance to water loss similar to the native-range populations, possibly because toads are restricted to moist sites within this highly arid landscape. Rates of rehydration exhibited significant but less extreme geographic variation, being higher in the native range than in invaded regions. Thus, in less than a century, cane toads invading areas that impose different climatic challenges have diverged in the capacity for hydroregulation.",,,,"Brown, Gregory P./F-9897-2011","Brown, Gregory P./0000-0002-2924-9040; Christian, Keith/0000-0001-6135-1670",,,,,,,,,,,,2045-7758,,,,,DEC,2020,10,23,,,,,13071,13079,,10.1002/ece3.6895,,OCT 2020,,,,,WOS:000578435300001,33304517,,,,,
J,"Prior, CJ; Layman, NC; Koski, MH; Galloway, LF; Busch, JW",,,,"Prior, Carly J.; Layman, Nathan C.; Koski, Matthew H.; Galloway, Laura F.; Busch, Jeremiah W.",,,Westward range expansion from middle latitudes explains the Mississippi River discontinuity in a forest herb of eastern North America,MOLECULAR ECOLOGY,,,,,,,,,,,,"It is often expected that temperate plants have expanded their geographical ranges northward from primarily southern refugia. Evidence for this hypothesis is mixed in eastern North American species, and there is increasing support for colonization from middle latitudes. We studied genome-wide patterns of variation in RADseq loci to test hypotheses concerning range expansion in a North American forest herb (Campanula americana). First, spatial patterns of genetic differentiation were determined. Then phylogenetic relationships and divergence times were estimated. Spatial signatures of genetic drift were also studied to identify the directionality of recent range expansion and its geographical origins. Finally, spatially explicit scenarios for the spread of plants across the landscape were compared, using variation in the population mutation parameter and Tajima'sD. We found strong longitudinal subdivision, with populations clustering into groups west and east of the Mississippi River. While the southeastern region was probably part of a diverse Pleistocene refugium, there is little evidence that range expansion involved founders from these southern locales. Instead, declines in genetic diversity and the loss of rare alleles support a westward colonization wave from a middle latitude refugium near the southern Appalachian Mountains, with subsequent expansion from a Pleistocene staging ground in the Mississippi River Valley (0.51-1.27 million years ago). These analyses implicate stepping stone colonization from middle latitudes as an important mechanism of species range expansion in eastern North America. This study further demonstrates the utility of population genetics as a tool to infer the routes travelled by organisms during geographical range expansion.",,,,,,,,,,,,,,,,,0962-1083,1365-294X,,,,NOV,2020,29,22,,,,,4473,4486,,10.1111/mec.15650,,OCT 2020,,,,,WOS:000576580400001,32978776,,,,,
J,"Collins, CG; Spasojevic, MJ; Alados, CL; Aronson, EL; Benavides, JC; Cannone, N; Caviezel, C; Grau, O; Guo, H; Kudo, G; Kuhn, NJ; Mullerova, J; Phillips, ML; Pombubpa, N; Reverchon, F; Shulman, HB; Stajich, JE; Stokes, A; Weber, SE; Diez, JM",,,,"Collins, Courtney G.; Spasojevic, Marko J.; Alados, Concepcion L.; Aronson, Emma L.; Benavides, Juan C.; Cannone, Nicoletta; Caviezel, Chatrina; Grau, Oriol; Guo, Hui; Kudo, Gaku; Kuhn, Nikolas J.; Mullerova, Jana; Phillips, Michala L.; Pombubpa, Nuttapon; Reverchon, Frederique; Shulman, Hannah B.; Stajich, Jason E.; Stokes, Alexia; Weber, Soeren E.; Diez, Jeffrey M.",,,"Belowground impacts of alpine woody encroachment are determined by plant traits, local climate, and soil conditions",GLOBAL CHANGE BIOLOGY,,,,,,,,,,,,"Global climate and land use change are causing woody plant encroachment in arctic, alpine, and arid/semi-arid ecosystems around the world, yet our understanding of the belowground impacts of this phenomenon is limited. We conducted a globally distributed field study of 13 alpine sites across four continents undergoing woody plant encroachment and sampled soils from both woody encroached and nearby herbaceous plant community types. We found that woody plant encroachment influenced soil microbial richness and community composition across sites based on multiple factors including woody plant traits, site level climate, and abiotic soil conditions. In particular, root symbiont type was a key determinant of belowground effects, as Nitrogen-fixing woody plants had higher soil fungal richness, while Ecto/Ericoid mycorrhizal species had higher soil bacterial richness and symbiont types had distinct soil microbial community composition. Woody plant leaf traits indirectly influenced soil microbes through their impact on soil abiotic conditions, primarily soil pH and C:N ratios. Finally, site-level climate affected the overall magnitude and direction of woody plant influence, as soil fungal and bacterial richness were either higher or lower in woody encroached versus herbaceous soils depending on mean annual temperature and precipitation. All together, these results document global impacts of woody plant encroachment on soil microbial communities, but highlight that multiple biotic and abiotic pathways must be considered to scale up globally from site- and species-level patterns. Considering both the aboveground and belowground effects of woody encroachment will be critical to predict future changes in alpine ecosystem structure and function and subsequent feedbacks to the global climate system.",,,,"Oriol, Grau/Y-7075-2019; Stajich, Jason Eric/C-7297-2008; Mullerova, Jana/A-7915-2012; Alados, Concepcion/K-8085-2014; Kudo, Gaku/A-2733-2015","Oriol, Grau/0000-0002-3816-9499; Stajich, Jason Eric/0000-0002-7591-0020; Mullerova, Jana/0000-0001-7331-3479; Collins, Courtney/0000-0001-5455-172X; Alados, Concepcion/0000-0002-6227-861X; Kudo, Gaku/0000-0002-6488-818X; Diez, Jeffrey/0000-0002-4279-1838; Aronson, Emma/0000-0002-5018-2688; Benavides, Juan/0000-0002-9694-2195",,,,,,,,,,,,1354-1013,1365-2486,,,,DEC,2020,26,12,,,,,7112,7127,,10.1111/gcb.15340,,OCT 2020,,,,,WOS:000577475600001,32902066,,,,,
J,"Ditmer, MA; Iannarilli, F; Tri, AN; Garshelis, DL; Carter, NH",,,,"Ditmer, Mark A.; Iannarilli, Fabiola; Tri, Andrew N.; Garshelis, David L.; Carter, Neil H.",,,Artificial night light helps account for observer bias in citizen science monitoring of an expanding large mammal population,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"1. The integration of citizen scientists into ecological research is transforming how, where, and when data are collected, and expanding the potential scales of ecological studies. Citizen-science projects can provide numerous benefits for participants while educating and connecting professionals with lay audiences, potentially increasing the acceptance of conservation and management actions. However, for all the benefits, collection of citizen-science data is often biased towards areas that are easily accessible (e.g. developments and roadways), and thus data are usually affected by issues typical of opportunistic surveys (e.g. uneven sampling effort). These areas are usually illuminated by artificial light at night (ALAN), a dynamic sensory stimulus that alters the perceptual world for both humans and wildlife. 2. Our goal was to test whether satellite-based measures of ALAN could improve our understanding of the detection process of citizen-scientist-reported sightings of a large mammal. 3. We collected observations of American black bears Ursus americanus (n = 1,315) outside their primary range in Minnesota, USA, as part of a study to gauge population expansion. Participants from the public provided sighting locations of bears on a website. We used an occupancy modelling framework to determine how well ALAN accounted for observer metrics compared to other commonly used metrics (e.g. housing density). 4. Citizen scientists reported 17% of bear sightings were under artificially lit conditions and monthly ALAN estimates did the best job accounting for spatial bias in detection of all observations, based on AIC values and effect sizes ((beta) over cap = 0.81, 0.71-0.90 95% CI). Bear detection increased with elevated illuminance; relative abundance was positively associated with natural cover, proximity to primary bear range and lower road density. Although the highest counts of bear sightings occurred in the highly illuminated suburbs of the Minneapolis-St. Paul metropolitan region, we estimated substantially higher bear abundance in another region with plentiful natural cover and low ALAN (up to similar to 375% increased predicted relative abundance) where observations were sparse. 5. We demonstrate the importance of considering ALAN radiance when analysing citizen-scientist-collected data, and we highlight the ways that ALAN data provide a dynamic snapshot of human activity.",,,,"Iannarilli, Fabiola/AAG-7774-2021","Iannarilli, Fabiola/0000-0002-7018-3557; Carter, Neil/0000-0002-4399-6384",,,,,,,,,,,,0021-8790,1365-2656,,,,FEB,2021,90,2,,,,,330,342,,10.1111/1365-2656.13338,,OCT 2020,,,,,WOS:000575019700001,32895962,,,,,
J,"Sidharthan, A; Raghavan, R; Anoop, VK; Philip, S; Dahanukar, N",,,,"Sidharthan, Arya; Raghavan, Rajeev; Anoop, Vasudevan Komalavally; Philip, Siby; Dahanukar, Neelesh",,,Riddle on the riffle: Miocene diversification and biogeography of endemic mountain loaches in the Western Ghats Biodiversity Hotspot,JOURNAL OF BIOGEOGRAPHY,,,,,,,,,,,,"Aim The Western Ghats Hotspot in peninsular India harbours remarkable diversity and endemism of freshwater fish. However, the ichthyofauna's evolutionary histories and biogeography are poorly known. Here, we investigate (a) the diversity, evolutionary history and biogeography of endemic mountain loaches and (b) the potential influence of the physiography of hill ranges, geological barriers and river systems on the diversification and cladogenesis of loaches, in the Western Ghats Biodiversity Hotspot. Location Southern Western Ghats mountain ranges (8-13 degrees N latitudes), Western Ghats-Sri Lanka Biodiversity Hotspot. Taxa Mountain loachesBhavania annandaleiandB. australis(Cypriniformes: Balitoridae). Methods We carried out a multigene phylogenetic analysis with mitochondrial and nuclear markers usingBhavaniaspecimens collected throughout the genus' range. The Automated Barcode Gap Analysis, Poisson Tree Process and Generalized Mixed Yule-Coalescent Model were used to delimit species. A Bayesian chronogram was constructed to estimate the time elapsed since the most recent common ancestor of the distinct lineages ofBhavania. Ancestral ranges of distinct lineages ofBhavaniawere reconstructed using the dispersal-extinction-cladogenesis model. Results Phylogenetic analysis of combined mitochondrial and nuclear data, as well species delimitation using the Poisson Tree Process and Generalized Mixed Yule-Coalescent Model analyses supported eight distinct lineages, which included the narrowly distributedB. annandaleiand widely distributedB. australis. The Barcode Gap Analysis, however, supported only seven lineages. Bayesian divergence time dating suggests that the genus originated early in the Neogene and diversified in the Miocene. Ancestral state reconstruction indicatedBhavaniadiversifed as a result of sympatric, subset and vicariant speciation with five dispersal and one vicariant events across biogeographic barriers and river systems. Main conclusions Bhavania australisis a 'species complex'. Miocene-associated climatic changes including intensification of the south-west monsoon likely triggered dispersal and range expansion; subsequent aridification would have led to drying up of riverine connections, formation of land barriers and fragmentation of streams, resulting in cladogenesis. Our results also provide preliminary evidence that Cauvery, one of the largest east flowing rivers of Western Ghats, facilitates an east-west pathway for dispersal and diversification of endemic lineages of the region.",,,,"; Dahanukar, Neelesh/B-2816-2012","V K, Anoop/0000-0003-4500-4972; Dahanukar, Neelesh/0000-0001-7162-9023",,,,,,,,,,,,0305-0270,1365-2699,,,,DEC,2020,47,12,,,,,2741,2754,,10.1111/jbi.13972,,OCT 2020,,,,,WOS:000575059300001,,,,,,
J,"Pankova, NL; Markov, NI; Vasina, AL",,,,"Pankova, N. L.; Markov, N. I.; Vasina, A. L.",,,Effect of the Rooting Activity of Wild Boar Sus scrofa on Plant Communities in the Middle Taiga of Western Siberia,RUSSIAN JOURNAL OF BIOLOGICAL INVASIONS,,,,,,,,,,,,"Wild boar is an ecological engineer whose feeding activity can significantly influence the structure and composition of plant communities. The purpose of this study was to analyze the restoration of plant cover on wild boar rootings in areas recently colonized by wild boar in the north of Western Siberia compared to other parts of its range. The data were collected in four types of plant communities typical for the middle taiga subzone in Western Siberia. The rooting activity of wild boar led to a decrease in the projective cover and species richness of the herbaceous-dwarf-shrub and moss-lichen layers in the forest communities in the middle taiga of Western Siberia. The plant cover on the rootings was regenerated only by species that are typical of the original plant community. Unlike most other parts of the range of wild boar, in our study area we did not observe an increase in floristic species richness due to colonization or rootings by explerent plant species. This probably resulted from the initial low species richness of the northern plant communities.",,,,,,,,,,,,,,,,,2075-1117,2075-1125,,,,OCT,2020,11,4,,,,,363,371,,10.1134/S2075111720040116,,,,,,,WOS:000600549600009,,,,,,
J,"Shah, AA; Dillon, ME; Hotaling, S; Woods, HA",,,,"Shah, Alisha A.; Dillon, Michael E.; Hotaling, Scott; Woods, H. Arthur",,,High elevation insect communities face shifting ecological and evolutionary landscapes,CURRENT OPINION IN INSECT SCIENCE,,,,,,,,,,,,"Climate change is proceeding rapidly in high mountain regions worldwide. Rising temperatures will impact insect physiology and associated fitness and will shift populations in space and time, thereby altering community interactions and composition. Shifts in space are expected as insects move upslope to escape warming temperatures and shifts in time will occur with changes in phenology of resident high-elevation insects. Clearly, spatiotemporal shifts will not affect all species equally. Terrestrial insects may have more opportunities than aquatic insects to exploit microhabitats, potentially buffering them from warming. Such responses of insects to warming may also fuel evolutionary change, including hitchhiking of maladaptive alleles and genetic rescue. Together, these considerations suggest a striking restructuring of high-elevation insect communities that remains largely unstudied.",,,,,"Shah, Alisha/0000-0002-8454-7905",,,,,,,,,,,,2214-5745,2214-5753,,,,OCT,2020,41,,,,,,1,6,,10.1016/j.cois.2020.04.002,,,,,,,WOS:000590876600002,32553896,,,,,
J,"van den Burg, MP; Van Belleghem, SM; Villanueva, CND",,,,"van den Burg, Matthijs P.; Van Belleghem, Steven M.; De Jesus Villanueva, Christina N.",,,The continuing march of Common Green Iguanas: arrival on mainland Asia,JOURNAL FOR NATURE CONSERVATION,,,,,,,,,,,,"The popularity of the Common Green Iguana (Iguana iguana) as a pet has contributed to its global occurrence as an invasive alien species. Early detection and control of alien I. iguana populations is necessary to prevent the need for large and financially demanding eradication actions. Here, we first collated information from digital footage and interviews regarding sightings of free roaming I. iguana specimens in Singapore and Thailand. We use this information to report and discuss an ongoing invasion with early stage establishment being facilitated by release of pets and escape from recreational parks, as well as the resulting conservation implications. Using species-distribution modeling to assess the potential distribution in Southeast Asia, we identify large regions with suitable habitat that could aid the expansion of these alien populations in the absence of future control measures. In addition, given the availability of suitable habitat throughout the Philippine archipelago and its high number of imported iguanas and within-country trade, we call for awareness of future alien I. iguana populations in the Philippines. Next, the alien population in Singapore is of additional concern given that the excellent swimming capacity of I. iguana allows it to reach neighboring Sumatra and > 3,000 islands of the Indonesian Riau archipelago. Finally, we report I. iguana sightings in Hong Kong and Peninsular Malaysia. We provide strategy recommendations for implementing mitigation efforts and to halt future release and spread in order to prevent negative biodiversity impacts associated with a large invasive alien I. iguana population.",,,,"Van Belleghem, Steven/J-2270-2019; van den Burg, Matthijs P./N-2278-2017","Van Belleghem, Steven/0000-0001-9399-1007; van den Burg, Matthijs P./0000-0001-8276-0713; De Jesus Villanueva, Christina/0000-0002-3309-3771",,,,,,,,,,,,1617-1381,1618-1093,,,,OCT,2020,57,,,,,,,,125888,10.1016/j.jnc.2020.125888,,,,,,,WOS:000581013800007,,,,,,
J,"Ru, Y; Schulz, R; Koch, MA",,,,"Ru, Yalu; Schulz, Rainer; Koch, Marcus A.",,,"Successful without sex - the enigmatic biology and evolutionary origin of coralroot bittercress (Cardamine bulbifera, Brassicaceae)",PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,,,,,,,,,,,,"Cardamine bulbifera (Coralroot Bittercress) is one of the Central European enigmatic plant species. Although the species is wide-spread all over Europe, no reproduction via seeds has ever been observed. Instead dispersal of vegetative leaf-axillary bulbs assures effective propagation. In our study we analyzed different life stages and factors affecting sexual reproduction and seek for unravelling the evolutionary origin of this polyploid species. We combined studies on pollen quality and fertility, pollen-stigma interactions, growth performance, and reproductive success with common garden experiments, controlled pollination and genotyping analysis (AFLPs). We also tested the interplay of resource allocation either into developing fruits and seeds or into reproductive organs generated by vegetative means. Cytogenetic analyses were conducted addressing variation in chromosome numbers and ploidy level. Phylogenetic relationships among possible parental lineages of Eurasian Cardamine species were reconstructed based on whole plastome sequences and the entire nuclear encoded rDNA cistron. We have shown herein that sexual reproduction of Cardamine bulbifera is hindered at various stages of reproductive development. We did not find any complete interruption of reproductive development except final embryo arrest. We detected low pollen germination rates and slow pollen tube growth. Less than 25 % of flowers matured into siliques with most often low-quality seeds; only 2% of those seeds developed towards early stages of germination but arrested before primary root formation. Results are independent from genotypes or vegetative propagation. Phylogenetic data demonstrate close relationships to C. quinquefolia and C. abchasica, but don't indicate a hybrid origin involving distant species from other lineages. Cardamine bulbifera is a fully functional sexual plant with attractive flowers, nectar production, viable pollen, functional ovules and no signatures of a sporophytic incompatibility system. Highly reduced seed set and failure in seedling formation may be causally linked to a polyploid origin in the Caucasus region. Long-term survival has been achieved by rapid transition towards vegetative propagation and subsequent range expansion.",,,,"Koch, Marcus A/A-4924-2011","Koch, Marcus A/0000-0002-1693-6829",,,,,,,,,,,,1433-8319,,,,,OCT,2020,46,,,,,,,,125557,10.1016/j.ppees.2020.125557,,,,,,,WOS:000581856500003,,,,,,
J,"Foutel-Rodier, F; Etheridge, AM",,,,"Foutel-Rodier, Felix; Etheridge, Alison M.",,,The spatial Muller's ratchet: Surfing of deleterious mutations during range expansion,THEORETICAL POPULATION BIOLOGY,,,,,,,,,,,,"During a range expansion, deleterious mutations can surf'' on the colonization front. The resultant decrease in fitness is known as expansion load. An Allee effect is known to reduce the loss of genetic diversity of expanding populations, by changing the nature of the expansion from pulledto pushed. We study the impact of an Allee effect on the formation of an expansion load with a new model, in which individuals have the genetic structure of a Muller's ratchet. A key feature of Muller's ratchet is that the population fatally accumulates deleterious mutations due to the stochastic loss of the fittest individuals, an event called a click of the ratchet. We observe fast clicks of the ratchet at the colonization front owing to small population size, followed by a slow fitness recovery due to migration of fit individuals from the bulk of the population, leading to a transient expansion load. For large population size, we are able to derive quantitative features of the expansion wave, such as the wave speed and the frequency of individuals carrying a given number of mutations. Using simulations, we show that the presence of an Allee effect reduces the rate at which clicks occur at the front, and thus reduces the expansion load. (c) 2020 Elsevier Inc. All rights reserved.",,,,,"Foutel-Rodier, Felix/0000-0002-2751-1324",,,,,,,,,,,,0040-5809,1096-0325,,,,OCT,2020,135,,,,,,19,31,,10.1016/j.tpb.2020.07.002,,,,,,,WOS:000577969100003,32818523,,,,,
J,"Inglis, NC; Vukomanovic, J",,,,"Inglis, Nicole C.; Vukomanovic, Jelena",,,Climate change disproportionately affects visual quality of cultural ecosystem services in a mountain region,ECOSYSTEM SERVICES,,,,,,,,,,,,"Expansive vistas in mountain systems make scenic viewscapes - the visible portions of a landscape with which people form a connection - essential providers of cultural ecosystem services (CES). Like the dynamic systems they encapsulate, mountain viewscapes are subject to change, but the CES they provide are rarely considered from future or dynamic perspectives. Here we forecasted change in CES, using climatic shifts of a culturally valuable tree species, quaking aspen (Populus tremuloides), along scenic byways as an example of how viewscapes change through time. We simulated future aspen distributions in the Colorado Rocky Mountains through 2120 under three climate change scenarios and computed change in aspen visibility in 32,949 viewscapes. Across each scenario, the total area of aspen and its visibility from byways declined, but visible declines were 1.5-3.1 fold greater than declines in the study area overall. Differences between visible and total aspen peaked in mid-elevations (2000-3000 m) where aspen is most abundant. In contrast, aspen is forecasted to increase and become disproportionately more visible from scenic byways at lower elevations. Mismatch between total and visible declines in aspen highlights opportunities for tighter connections between landscape planning and ecological research for more comprehensive understanding of future changes in CES.",,,,,,,,,,,,,,,,,2212-0416,,,,,OCT,2020,45,,,,,,,,101190,10.1016/j.ecoser.2020.101190,,,,,,,WOS:000577343300006,,,,,,
J,"Lake, TA; Runquist, RBD; Moeller, DA",,,,"Lake, Thomas A.; Briscoe Runquist, Ryan D.; Moeller, David A.",,,Predicting range expansion of invasive species: Pitfalls and best practices for obtaining biologically realistic projections,DIVERSITY AND DISTRIBUTIONS,,,,,,,,,,,,"Aim Species distribution models (SDMs) are widely used to forecast potential range expansion of invasive species. However, invasive species occurrence datasets often have spatial biases that may violate key SDM assumptions. In this study, we examined alternative methods of spatial bias correction and multiple methods for model evaluation for seven invasive plant species. Location North America. Taxon Common Tansy (Tanacetum vulgare), Wild Parsnip (Pastinaca sativa), Leafy Spurge (Euphorbia virgata), Common Teasel (Dipsacus fullonum), Brown Knapweed (Centaurea jacea), Black Swallowwort (Vincetoxicum nigrum) and Dalmatian Toadflax (Linaria dalmatica). Methods We employed bias-correction measures for both occurrence sampling and background sampling inputs in a factorial design for Maxent resulting in six potential models for each species. We evaluated our models for complexity, model fit and using commonly employed evaluation metrics: AUC, partial AUC, the continuous Boyce index and sensitivity. We then developed a structured process for model selection. Results Models developed without occurrence or background bias correction often were overly complex and did not transfer well to expanding range fronts. Conversely, models that employed occurrence and/or background bias-correction measures were less complex, had better AICc scores and had greater projection into incipient areas. These simpler models were also more likely to be selected when evaluated using a process that integrated multiple evaluation metrics. We found that invasion history (e.g. established versus incipient) was associated with the effectiveness of spatial bias correction techniques. Main Conclusions While challenges exist in building climate-based correlative species distribution models for invasive species, we found that methods relying on maximizing AUC performed poorly for invasive species. We advocate for the use of multiple and diverse metrics for model evaluation. Users of species distribution models need to incorporate explicit consideration of model discrimination, model fit and model complexity into their decision-making processes if they are to build biologically realistic models.",,,,,"Briscoe Runquist, Ryan/0000-0001-7160-9110",,,,,,,,,,,,1366-9516,1472-4642,,,,DEC,2020,26,12,,,,,1767,1779,,10.1111/ddi.13161,,OCT 2020,,,,,WOS:000573963200001,,,,,,
J,"Tisshaw, K; Freeland, J; Dorken, M",,,,"Tisshaw, Kathryn; Freeland, Joanna; Dorken, Marcel",,,"Salinity, not genetic incompatibilities, limits the establishment of the invasive hybrid cattailTypha x glaucain coastal wetlands",ECOLOGY AND EVOLUTION,,,,,,,,,,,,"Hybrids of a single pair of parent species can be much more common in some geographical regions than in others. The reasons for this are not well understood, but could help explain processes such as species diversification or the range expansion of invasive hybrids. The widespread cattailsTypha latifoliaandT. angustifoliaseldom hybridize in some parts of their range, but in other areas produce the dominant hybridT. x glauca. We used a combination of field and greenhouse experiments to investigate whyT. x glaucahas invaded wetlands in the Laurentian Great Lakes region of southern Ontario, Canada, but is much less common in the coastal wetlands of Nova Scotia (NS) in eastern Canada. One potentially important environmental difference between these two regions is salinity. We therefore tested three hypotheses: (1)T. latifoliaandT. angustifoliain NS are genetically incompatible; (2) the germination or growth ofT. x glaucais reduced by salinity; and (3)T. latifolia,a main competitor ofT. x glauca, is locally adapted to saline conditions in NS. Our experiments showed that NST. latifoliaandT. angustifoliaare genetically compatible, and that saline conditions do not impede growth of hybrid plants. However, we also found that under conditions of high salinity, germination rates of hybrid seeds were substantially lower than those of NST. latifolia. In addition, germination rates of NST. latifoliawere higher than those of OntarioT. latifolia,suggesting local adaptation to salinity in coastal wetlands. This study adds to the growing body of literature which identifies the important roles that local habitat and adaptation can play in the distributions and characteristics of hybrid zones.",,,,,"Freeland, Joanna/0000-0002-5251-7680",,,,,,,,,,,,2045-7758,,,,,NOV,2020,10,21,,,,,12091,12103,,10.1002/ece3.6831,,OCT 2020,,,,,WOS:000574001400001,33209272,,,,,
J,"Potticary, AL; Duckworth, RA",,,,"Potticary, Ahva L.; Duckworth, Renee A.",,,Multiple Environmental Stressors Induce an Adaptive Maternal Effect,AMERICAN NATURALIST,,,,,,,,,,,,"Evolution of adaptation requires predictability and recurrence of functional contexts. Yet organisms live in multifaceted environments that are dynamic and ever changing, making it difficult to understand how complex adaptations evolve. This problem is particularly apparent in the evolution of adaptive maternal effects, which are often assumed to require reliable and discrete cues that predict conditions in the offspring environment. One resolution to this problem is if adaptive maternal effects evolve through preexisting, generalized maternal pathways that respond to many cues and also influence offspring development. Here, we assess whether an adaptive maternal effect in western bluebirds is influenced by maternal stress pathways across multiple challenging environments. Combining 18 years of hormone sampling across diverse environmental contexts with an experimental manipulation of the competitive environment, we show that multiple environmental factors influenced maternal corticosterone levels, which, in turn, influenced a maternal effect on aggression of sons in adulthood. Together, these results support the idea that multiple stressors can induce a known maternal effect in this system. More generally, they suggest that activation of general pathways, such as the hypothalamic-pituitary-adrenal axis, may simplify and facilitate the evolution of adaptive maternal effects by integrating variable environmental conditions into preexisting maternal physiological systems.",,,,,,,,,,,,,,,,,0003-0147,1537-5323,,,,OCT 1,2020,196,4,,,,,487,500,,10.1086/710210,,OCT 2020,,,,,WOS:000567822600001,32970461,,,,,
