Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"McLachlan, JS; Clark, JS; Manos, PS",,,,"McLachlan, JS; Clark, JS; Manos, PS",,,Molecular indicators of tree migration capacity under rapid climate change,ECOLOGY,,,,,,,,,,,,"Recent models and analyses of paleoecological records suggest that tree populations are capable of rapid migration when climate warms. Fossil pollen is commonly interpreted as suggesting that the range of many temperate tree species expanded at rates of 100-1000 m/yr during the early Holocene. We used chloroplast DNA surveys to show that the geography of postglacial range expansion in two eastern North American tree species differs from that expected from pollen-based reconstructions and from patterns emerging from European molecular studies. Molecular evidence suggests that American beech (Fagus grandifolia) and red maple (Acer rubrum) persisted during the late glaciation as low-density populations, perhaps within 500 km of the Laurentide Ice Sheet. Because populations were closer to modern range limits than previously thought, postglacial migration rates may have been slower than those inferred from fossil pollen. Our estimated rates of < 100 m/yr are consistent with model predictions based on life history and dispersal data, and suggest that past migration rates were substantially slower than the rates that will be needed to track 21st-century warming.",,,,,,,,,,,,,,,,,0012-9658,1939-9170,,,,AUG,2005,86,8,,,,,2088,2098,,10.1890/04-1036,,,,,,,WOS:000231075400016,,,,,,
J,"Klopfstein, S; Currat, M; Excoffier, L",,,,"Klopfstein, S; Currat, M; Excoffier, L",,,The fate of mutations surfing on the wave of a range expansion,MOLECULAR BIOLOGY AND EVOLUTION,,,,,,,,,,,,"Many species, including humans, have dramatically expanded their range in the past, and such range expansions had certainly an impact on their genetic diversity. For example, mutations arising in populations at the edge of a range expansion can sometimes surf on the wave of advance and thus reach a larger spatial distribution and a much higher frequency than would be expected in stationary populations. We study here this surfing phenomenon in more detail, by performing extensive computer simulations under a two-dimensional stepping-stone model. We find that the probability of survival of a new mutation depends to a large degree on its proximity to the edge of the wave. Demographic factors such as deme size, migration rate, and local growth rate also influence the fate of these new mutations. We also find that the final spatial and frequency distributions depend on the local deme size of a subdivided population. This latter result is discussed in the light of human expansions in Europe as it should allow one to distinguish between mutations having spread with Paleolithic or Neolithic expansions. By favoring the spread of new mutations, a consequence of the surfing phenomenon is to increase the rate of evolution of spatially expanding populations.",,,,"Excoffier, Laurent/D-3498-2013","Excoffier, Laurent/0000-0002-7507-6494",,,,,,,,,,,,0737-4038,1537-1719,,,,MAR,2006,23,3,,,,,482,490,,10.1093/molbev/msj057,,,,,,,WOS:000235610300002,16280540,,,,,
J,"Fagundes, NJR; Ray, N; Beaumont, M; Neuenschwander, S; Salzano, FM; Bonatto, SL; Excoffier, L",,,,"Fagundes, Nelson J. R.; Ray, Nicolas; Beaumont, Mark; Neuenschwander, Samuel; Salzano, Francisco M.; Bonatto, Sandro L.; Excoffier, Laurent",,,Statistical evaluation of alternative models of human evolution,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"An appropriate model of recent human evolution is not only important to understand our own history, but it is necessary to disentangle the effects of demography and selection on genome diversity. Although most genetic data support the view that our species originated recently in Africa, it is still unclear if it completely replaced former members of the Homo genus, or if some interbreeding occurred during its range expansion. Several scenarios of modern human evolution have been proposed on the basis of molecular and paleontological data, but their likelihood has never been statistically assessed. Using DNA data from 50 nuclear loci sequenced in African, Asian and Native American samples, we show here by extensive simulations that a simple African replacement model with exponential growth has a higher probability (78%) as compared with alternative multiregional evolution or assimilation scenarios. A Bayesian analysis of the data under this best supported model points to an origin of our species approximate to 141 thousand years ago (Kya), an exit out-of-Africa approximate to 51 Kya, and a recent colonization of the Americas approximate to 10.5 Kya. We also find that the African replacement model explains not only the shallow ancestry of mtDNA or Y-chromosomes but also the occurrence of deep lineages at some autosomal loci, which has been formerly interpreted as a sign of interbreeding with Homo erectus.",,,,"Bonatto, Sandro L/A-1240-2010; Excoffier, Laurent/D-3498-2013; Ray, Nicolas/C-8988-2009; Salzano, Francisco M/L-7916-2015; Fagundes, Nelson/F-7490-2014","Bonatto, Sandro L/0000-0002-0064-467X; Excoffier, Laurent/0000-0002-7507-6494; Ray, Nicolas/0000-0002-4696-5313; Fagundes, Nelson/0000-0003-0456-0323",,,,,,,,,,,,0027-8424,,,,,NOV 6,2007,104,45,,,,,17614,17619,,10.1073/pnas.0708280104,,,,,,,WOS:000250897600015,17978179,,,,,
J,"Muller-Scharer, H; Schaffner, U; Steinger, T",,,,"Muller-Scharer, H; Schaffner, U; Steinger, T",,,Evolution in invasive plants: implications for biological control,TRENDS IN ECOLOGY & EVOLUTION,,,,,,,,,,,,"Evidence is increasing that invasive plants can undergo rapid adaptive evolution during the process of range expansion. Here, we argue that evolutionary change during invasions will also affect plant-antagonist interactions and, thus, will have important implications for biological control programmes targeted at invasive plants. We explore how altered selection in the new range might influence the evolution of plant defence (resistance and tolerance) and life history. The degree to which such evolutionary processes might affect biological control efficacy is largely unexplored. We hope that, by testing the hypotheses that we propose here, a closer link can be established between biological control and evolutionary biology, to the benefit of both disciplines.",,,,"Steinger, Thomas/J-6802-2012; Schaffner, Urs/A-2783-2012; Mueller-Schaerer, Heinz/H-5277-2011","Steinger, Thomas/0000-0001-8658-1579; ",,,,,,,,,,,,0169-5347,1872-8383,,,,AUG,2004,19,8,,,,,417,422,,10.1016/j.tree.2004.05.010,,,,,,,WOS:000223298000008,16701299,,,,,
J,"Cote, J; Clobert, J; Brodin, T; Fogarty, S; Sih, A",,,,"Cote, J.; Clobert, J.; Brodin, T.; Fogarty, S.; Sih, A.",,,"Personality-dependent dispersal: characterization, ontogeny and consequences for spatially structured populations",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"Dispersal is one of the most fundamental components of ecology, and affects processes as diverse as population growth, metapopulation dynamics, gene flow and adaptation. Although the act of moving from one habitat to another entails major costs to the disperser, empirical and theoretical studies suggest that these costs can be reduced by having morphological, physiological or behavioural specializations for dispersal. A few recent studies on different systems showed that individuals exhibit personality-dependent dispersal, meaning that dispersal tendency is associated with boldness, sociability or aggressiveness. Indeed, in several species, dispersers not only develop behavioural differences at the onset of dispersal, but display these behavioural characteristics through their life cycle. While personality-dependent dispersal has been demonstrated in only a few species, we believe that it is a widespread phenomenon with important ecological consequences. Here, we review the evidence for behavioural differences between dispersers and residents, to what extent they constitute personalities. We also examine how a link between personality traits and dispersal behaviours can be produced and how personality-dependent dispersal affects the dynamics of metapopulations and biological invasions. Finally, we suggest future research directions for population biologists, behavioural ecologists and conservation biologists such as how the direction and the strength of the relationship between personality traits and dispersal vary with ecological contexts.",,,,"Cote, Julien/B-7809-2011; Sih, Andrew/P-7985-2015","Sih, Andrew/0000-0001-6161-1663; Cote, Julien/0000-0002-4453-5969; Brodin, Tomas/0000-0003-1086-7567",,,,,,,,,,,,0962-8436,1471-2970,,,,DEC 27,2010,365,1560,,,,,4065,4076,,10.1098/rstb.2010.0176,,,,,,,WOS:000284208600013,21078658,,,,,
J,"Fraser, JA; Giles, SS; Wenink, EC; Geunes-Boyer, SG; Wright, JR; Diezmann, S; Allen, A; Stajich, JE; Dietrich, FS; Perfect, JR; Heitman, J",,,,"Fraser, JA; Giles, SS; Wenink, EC; Geunes-Boyer, SG; Wright, JR; Diezmann, S; Allen, A; Stajich, JE; Dietrich, FS; Perfect, JR; Heitman, J",,,Same-sex mating and the origin of the Vancouver Island Cryptococcus gattii outbreak,NATURE,,,,,,,,,,,,"Genealogy can illuminate the evolutionary path of important human pathogens. In some microbes, strict clonal reproduction predominates, as with the worldwide dissemination of Mycobacterium leprae, the cause of leprosy(1). In other pathogens, sexual reproduction yields clones with novel attributes, for example, enabling the efficient, oral transmission of the parasite Toxoplasma gondii(2). However, the roles of clonal or sexual propagation in the origins of many other microbial pathogen outbreaks remain unknown, like the recent fungal meningoencephalitis outbreak on Vancouver Island, Canada, caused by Cryptococcus gattii(3). Here we show that the C. gattii outbreak isolates comprise two distinct genotypes. The majority of isolates are hypervirulent and have an identical genotype that is unique to the Pacific Northwest. A minority of the isolates are significantly less virulent and share an identical genotype with fertile isolates from an Australian recombining population. Genotypic analysis reveals evidence of sexual reproduction, in which the majority genotype is the predicted offspring. However, instead of the classic a - alpha sexual cycle, the majority outbreak clone appears to have descended from two alpha mating-type parents. Analysis of nuclear content revealed a diploid environmental isolate homozygous for the major genotype, an intermediate produced during same-sex mating. These studies demonstrate how cryptic same-sex reproduction can enable expansion of a human pathogen to a new geographical niche and contribute to the ongoing production of infectious spores. This has implications for the emergence of other microbial pathogens and inbreeding in host range expansion in the fungal and other kingdoms.",,,,"Stajich, Jason Eric/C-7297-2008; Fraser, James A/B-4918-2012","Stajich, Jason Eric/0000-0002-7591-0020; Fraser, James A/0000-0001-5724-5285; Diezmann, Stephanie/0000-0002-9528-1495",,,,,,,,,,,,0028-0836,1476-4687,,,,OCT 27,2005,437,7063,,,,,1360,1364,,10.1038/nature04220,,,,,,,WOS:000232829100055,16222245,,,,,
J,"Hallatschek, O; Hersen, P; Ramanathan, S; Nelson, DR",,,,"Hallatschek, Oskar; Hersen, Pascal; Ramanathan, Sharad; Nelson, David R.",,,Genetic drift at expanding frontiers promotes gene segregation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Competition between random genetic drift and natural selection play a central role in evolution: Whereas nonbeneficial mutations often prevail in small populations by chance, mutations that sweep through large populations typically confer a selective advantage. Here, however, we observe chance effects during range expansions that dramatically alter the gene pool even in large microbial populations. Initially well mixed populations of two fluorescently labeled strains of Escherichia coli develop well defined, sector-like regions with fractal boundaries in expanding colonies. The formation of these regions is driven by random fluctuations that originate in a thin band of pioneers at the expanding frontier. A comparison of bacterial and yeast colonies (Saccharomyces cerevisiae) suggests that this large-scale genetic sectoring is a generic phenomenon that may provide a detectable footprint of past range expansions.",,,,"Hersen, Pascal/D-6405-2012; Hallatschek, Oskar/E-5541-2015","Hersen, Pascal/0000-0003-2379-4280; ",,,,,,,,,,,,0027-8424,,,,,DEC 11,2007,104,50,,,,,19926,19930,,10.1073/pnas.0710150104,,,,,,,WOS:000251752200051,18056799,,,,,
J,"Johnson, CR; Banks, SC; Barrett, NS; Cazassus, F; Dunstan, PK; Edgar, GJ; Frusher, SD; Gardner, C; Haddon, M; Helidoniotis, F; Hill, KL; Holbrook, NJ; Hosie, GW; Last, PR; Ling, SD; Melbourne-Thomas, J; Miller, K; Pecl, GT; Richardson, AJ; Ridgway, KR; Rintoul, SR; Ritz, DA; Ross, DJ; Sanderson, JC; Shepherd, SA; Slotvvinski, A; Swadling, KM; Taw, N",,,,"Johnson, Craig R.; Banks, Sam C.; Barrett, Neville S.; Cazassus, Fabienne; Dunstan, Piers K.; Edgar, Graham J.; Frusher, Stewart D.; Gardner, Caleb; Haddon, Malcolm; Helidoniotis, Fay; Hill, Katy L.; Holbrook, Neil J.; Hosie, Graham W.; Last, Peter R.; Ling, Scott D.; Melbourne-Thomas, Jessica; Miller, Karen; Pecl, Gretta T.; Richardson, Anthony J.; Ridgway, Ken R.; Rintoul, Stephen R.; Ritz, David A.; Ross, D. Jeff; Sanderson, J. Craig; Shepherd, Scoresby A.; Slotvvinski, Anita; Swadling, Kerrie M.; Taw, Nyan",,,"Climate change cascades: Shifts in oceanography, species' ranges and subtidal marine community dynamics in eastern Tasmania",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,,,,,,,,,"Several lines of evidence show that ocean warming off the east coast of Tasmania is the result of intensification of the East Australian Current (EAC). Increases in the strength, duration and frequency of southward incursions of warm, nutrient poor EAC water transports heat and biota to eastern Tasmania. This shift in large-scale oceanography is reflected by changes in the structure of nearshore zooplankton communities and other elements of the pelagic system; by a regional decline in the extent of dense beds of giant kelp (Macrocystis pyrifera); by marked changes in the distribution of nearshore fishes; and by range expansions of other northern warmer-water species to colonize Tasmanian coastal waters. Population-level changes in commercially important invertebrate species may also be associated with the warming trend. Over-grazing of seaweed beds by one recently established species, the sea urchin Centrostephanus rodgersii, is causing a fundamental shift in the structure and dynamics of Tasmanian rocky reef systems by the formation of sea urchin 'barrens' habitat. Formation of barrens represents an interaction between effects of climate change and a reduction in large predatory rock lobsters due to fishing. Barrens realize a loss of biodiversity and production from rocky reefs, and threaten valuable abalone and rock lobster fisheries and the local economies and social communities they support. This range-extending sea urchin species represents the single largest biologically mediated threat to the integrity of important shallow water rocky reef communities in eastern Tasmania. In synthesizing change in the physical ocean climate in eastern Tasmania and parallel shifts in species' distributions and ecological processes, there is evidence that the direct effects of changing physical conditions have precipitated cascading effects of ecological change in benthic (rocky reef) and pelagic systems. However, some patterns correlated with temperature have plausible alternative explanations unrelated to thermal gradients in time or space. We identify important knowledge gaps that need to be addressed to adequately understand, anticipate and adapt to future climate-driven changes in marine systems in the region. (C) 2011 Elsevier B.V. All rights reserved.",,,,"Ling, Scott/J-7161-2014; Miller, Karen/A-7902-2011; Melbourne-Thomas, Jessica/G-7995-2012; Lourenco, Carla R./M-3661-2013; Johnson, Craig R/E-1788-2013; Holbrook, Neil/M-7544-2013; Rintoul, Stephen R/A-1471-2012; Richardson, Anthony J/B-3649-2010; Gardner, Caleb/I-7086-2013; Barrett, Neville S/J-7593-2014; Ross, Donald J/F-7607-2012; Edgar, Graham/C-8341-2013; Miller, Karen/V-4098-2019; Helidoniotis, Fay/A-1725-2012; Melbourne-Thomas, Jess/N-2437-2019; Ridgway, Ken/AAA-4040-2019; Dunstan, Piers K/B-7309-2016; Pecl, Gretta/D-7267-2011; Banks, Sam/K-4907-2012; Edgar, Graham/AAY-3797-2020; Frusher, Stewart/G-5117-2014","Ling, Scott/0000-0002-5544-8174; Melbourne-Thomas, Jessica/0000-0001-6585-876X; Lourenco, Carla R./0000-0002-6837-0986; Johnson, Craig R/0000-0002-9511-905X; Holbrook, Neil/0000-0002-3523-6254; Rintoul, Stephen R/0000-0002-7055-9876; Richardson, Anthony J/0000-0002-9289-7366; Gardner, Caleb/0000-0003-0324-4337; Barrett, Neville S/0000-0002-6167-1356; Ross, Donald J/0000-0002-8659-3833; Edgar, Graham/0000-0003-0833-9001; Melbourne-Thomas, Jess/0000-0001-6585-876X; Dunstan, Piers K/0000-0002-2568-5945; Pecl, Gretta/0000-0003-0192-4339; Banks, Sam/0000-0003-2415-0057; Edgar, Graham/0000-0003-0833-9001; Frusher, Stewart/0000-0003-2493-3676; Swadling, Kerrie/0000-0002-7620-841X",,,,,,,,,,,,0022-0981,1879-1697,,,,APR 30,2011,400,1-2,,,SI,,17,32,,10.1016/j.jembe.2011.02.032,,,,,,,WOS:000291143900003,,,,,,
J,"Klosterman, SJ; Atallah, ZK; Vallad, GE; Subbarao, KV",,,,"Klosterman, Steven J.; Atallah, Zahi K.; Vallad, Gary E.; Subbarao, Krishna V.",,,"Diversity, Pathogenicity; and Management of Verticillium Species",ANNUAL REVIEW OF PHYTOPATHOLOGY,Annual Review of Phytopathology,,,,,,,,,,,"The genus Verticillium encompasses phytopathogenic species that cause vascular wilts of plants. In this review, we focus on Verticillium dahliae, placing emphasis on the controversy surrounding the elevation of a long-spored variant as a new species, recent advances in the analysis of compatible and incompatible interactions, highlighted by the use of strains expressing fluorescent proteins, and the genetic diversity among Verticillium spp. A synthesis of the approaches to explore genetic diversity, gene flow, and the potential for cryptic recombination is provided. Control of Verticillium wilt has relied on a panoply of chemical and nonchemical strategies, but is beset with environmental or site-specific efficacy problems. Host resistance remains the most logical choice, but is unavailable in most crops. The genetic basis of resistance to Verticillium wilt is unknown in most crops, as ire the subcellular signaling mechanisms associated with Ve-mediated, race-specific resistance. Increased understanding in each of these areas promises to facilitate management of Verticillium wilts across a broad range of crops.",,,,"Subbarao, Krishna/X-3870-2019","Subbarao, Krishna/0000-0002-2075-1835",,,,,,,,,,,,0066-4286,1545-2107,,,,,2009,47,,,,,,39,62,,10.1146/annurev-phyto-080508-081748,,,,,,,WOS:000270591800003,19385730,,,,,
J,"Wares, JP; Cunningham, CW",,,,"Wares, JP; Cunningham, CW",,,Phylogeography and historical ecology of the North Atlantic intertidal,EVOLUTION,,,,,,,,,,,,"Recent glaciation covered the full extent of rocky intertidal habitat along the coasts of New England and the Canadian Maritimes. To test whether this glaciation in fact caused wholesale extinction of obligate rocky intertidal invertebrates, and thus required a recolonization from Europe, we compared American and European populations using allelic diversity and techniques adapted from coalescent theory. Mitochondrial DNA sequences were collected from amphi-Atlantic populations of three cold-temperate obligate rocky intertidal species (a barnacle, Semibalanus balanoides. and two gastropods, Nucella lapillus and Littorina obtusata) and three cold-temperate habitat generalist species (a seastar, Asterias rubens; a mussel, Mytilus edulis, and an isopod, Idotea balthica). For many of these species we were able to estimate the lineage-specific mutation rate based on trans-Arctic divergences between Pacific and Atlantic taxa. These data indicate that some obligate rocky intertidal taxa have colonized New England from European populations. However, the patterns of persistence in North America indicate that other life-history traits, including mechanisms of dispersal, may be more important for surviving dramatic environmental and climatic change.",,,,"Cunningham, Clifford/B-9807-2014","Cunningham, Clifford/0000-0002-5434-5122",,,,,,,,,,,,0014-3820,,,,,DEC,2001,55,12,,,,,2455,2469,,,,,,,,,WOS:000173528000008,11831661,,,,,
J,"Zhu, K; Woodall, CW; Clark, JS",,,,"Zhu, Kai; Woodall, Christopher W.; Clark, James S.",,,Failure to migrate: lack of tree range expansion in response to climate change,GLOBAL CHANGE BIOLOGY,,,,,,,,,,,,"Tree species are expected to track warming climate by shifting their ranges to higher latitudes or elevations, but current evidence of latitudinal range shifts for suites of species is largely indirect. In response to global warming, offspring of trees are predicted to have ranges extend beyond adults at leading edges and the opposite relationship at trailing edges. Large-scale forest inventory data provide an opportunity to compare present latitudes of seedlings and adult trees at their range limits. Using the USDA Forest Service's Forest Inventory and Analysis data, we directly compared seedling and tree 5th and 95th percentile latitudes for 92 species in 30 longitudinal bands for 43334 plots across the eastern United States. We further compared these latitudes with 20th century temperature and precipitation change and functional traits, including seed size and seed spread rate. Results suggest that 58.7% of the tree species examined show the pattern expected for a population undergoing range contraction, rather than expansion, at both northern and southern boundaries. Fewer species show a pattern consistent with a northward shift (20.7%) and fewer still with a southward shift (16.3%). Only 4.3% are consistent with expansion at both range limits. When compared with the 20th century climate changes that have occurred at the range boundaries themselves, there is no consistent evidence that population spread is greatest in areas where climate has changed most; nor are patterns related to seed size or dispersal characteristics. The fact that the majority of seedling extreme latitudes are less than those for adult trees may emphasize the lack of evidence for climate-mediated migration, and should increase concerns for the risks posed by climate change.",,,,"Zhu, Kai/H-1022-2013","Zhu, Kai/0000-0003-1587-3317; Woodall, Christopher/0000-0001-8076-6214",,,,,,,,,,,,1354-1013,,,,,MAR,2012,18,3,,,,,1042,1052,,10.1111/j.1365-2486.2011.02571.x,,,,,,,WOS:000300671600020,,,,,,
J,"Battisti, A; Stastny, M; Netherer, S; Robinet, C; Schopf, A; Roques, A; Larsson, S",,,,"Battisti, A; Stastny, M; Netherer, S; Robinet, C; Schopf, A; Roques, A; Larsson, S",,,Expansion of geographic range in the pine processionary moth caused by increased winter temperatures,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,"Global warming is predicted to cause distributional changes in organisms whose geographic ranges are controlled by temperature. We report a recent latitudinal and altitudinal expansion of the pine processionary moth, Thaumetopoea pityocampa, whose larvae build silk nests and feed on pine foliage in the winter. In north-central France (Paris Basin), its range boundary. has shifted by 87 km northwards between 1972 and 2004; in northern Italy (Alps), an altitudinal shift of 110-230 in upwards occurred between 1975 and 2004. By experimentally linking Winter temperature, feeding activity, and survival of T. pityocampa larvae, we attribute the expansions to increased winter survival due to a warming trend over the past three decades. In the laboratory we determined the minimum nest and night air temperatures required for larval feeding and developed a mechanistic model based on these temperature thresholds. We tested the model in a translocation experiment that employed natural temperature gradients as spatial analogues for global warming. In all transects we transferred colonies of T. pityocampa larvae to sites within zones of historical distribution, recent distribution, and outside the present range. We monitored air and nest temperature, incoming solar radiation, larval phenology, feeding activity, and survival. Early-season temperature effects on phenology were evident with delayed development of colonies in the more extreme (colder) sites. In the coldest months, our model was consistent With the observed patterns of feeding activity: Feeding was, progressively reduced with increasing latitude,or elevation, as predicted by the lower number of hours when the feeding threshold was reached, which negatively affected final survival. Insolation raised nest temperature and increased feeding activity on the south but not the north aspect. Prolonged temperature drops below the feeding thresholds occurred at all-sites, leading to starvation and partial mortality. Nonetheless, even the most extreme sites still allowed some feeding and, consequently, up to 20% colony survival and successful pupation. Given that the present distribution of the oligophagous T. pityocampa is not constrained by the distribution of its actual or potential hosts, and that warmer winters will cause the number of hours of feeding to increase and the probability of the lower lethal temperature to decrease, we expect the trend of improved survival in previously prohibitive environments to continue, causing further latitudinal and altitudinal expansion. This work highlights the need to develop temperature-based predictive models for future range shifts of winter-limited species, with potential applications in management.",,,,"Battisti, Andrea/F-6243-2015","Battisti, Andrea/0000-0002-2497-3064; Robinet, Christelle/0000-0002-4933-4656; Netherer, Sigrid/0000-0003-1801-7372",,,,,,,,,,,,1051-0761,1939-5582,,,,DEC,2005,15,6,,,,,2084,2096,,10.1890/04-1903,,,,,,,WOS:000233858900020,,,,,,
J,"Duckworth, RA; Badyaev, AV",,,,"Duckworth, Renee A.; Badyaev, Alexander V.",,,Coupling of dispersal and aggression facilitates the rapid range expansion of a passerine bird,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Behaviors can facilitate colonization of a novel environment, but the mechanisms underlying this process are poorly understood. On one hand, behavioral flexibility allows for an immediate response of colonizers to novel environments, which is critical to population establishment and persistence. On the other hand, integrated sets of behaviors that display limited flexibility can enhance invasion success by coupling behaviors with dispersal strategies that are especially important during natural range expansions. Direct observations of colonization events are required to determine the mechanisms underlying changes in behavior associated with colonization, but such observations are rare. Here, we studied changes in aggression on a large temporal and spatial scale across populations of two sister taxa of bluebirds (Sialia) to show that coupling of aggression and dispersal strongly facilitated the range expansion of western bluebirds across the northwestern United States over the last 30 years. We show that biased dispersal of highly aggressive males to the invasion front allowed western bluebirds to displace less aggressive mountain bluebirds. However, once mountain bluebirds were excluded, aggression of western bluebirds decreased rapidly across consecutive generations in concordance with local selection on highly heritable aggressive behavior. Further, the observed adaptive microevolution of aggression was accelerated by the link between dispersal propensity and aggression. Importantly, our results show that behavioral changes among populations were not caused by behavioral flexibility and instead strongly implicate adaptive integration of dispersal and aggression in facilitating the ongoing and rapid reciprocal range change of these species in North America.",,,,,,,,,,,,,,,,,0027-8424,,,,,SEP 18,2007,104,38,,,,,15017,15022,,10.1073/pnas.0706174104,,,,,,,WOS:000249715100027,17827278,,,,,
J,"Kramer, LD; Styer, LM; Ebel, GD",,,,"Kramer, Laura D.; Styer, Linda M.; Ebel, Gregory D.",,,A global perspective on the epidemiology of West Nile virus,ANNUAL REVIEW OF ENTOMOLOGY,Annual Review of Entomology,,,,,,,,,,,"West Nile virus (WNV) (Flavivirus: Flaviviridae) is the most widespread arbovirus in the world. A significant range expansion occurred beginning in 1999 when the virus was introduced into New York City. This review highlights recent research into WNV epizootiology and epidemiology, including recent advances in understanding of the host-virus interaction at the molecular, organismal, and ecological levels. Vector control strategies, vaccines, and antivirals, which now must be considered on a global scale, are also discussed.",,,,"Ebel, Gregory/D-8324-2017",,,,,,,,,,,,,0066-4170,1545-4487,,,,,2008,53,,,,,,61,81,,10.1146/annurev.ento.53.103106.093258,,,,,,,WOS:000252684300005,17645411,,,,,
J,"Gomi, S; Majima, K; Maeda, S",,,,"Gomi, S; Majima, K; Maeda, S",,,Sequence analysis of the genome of Bombyx mori nucleopolyhedrovirus,JOURNAL OF GENERAL VIROLOGY,,,,,,,,,,,,"The genome of the nucleopolyhedrovirus (NPV) (T3 strain) pathogenic for Bombyx mori (Bm) was sequenced and analysed. The BmNPV genome was 128413 nucleotides long with a G+C content of 40% and contained 136 open reading frames (ORFs) encoding predicted proteins of over 60 amino acids. Although phenotypically different, the genome organizations of BmNPV and Autographa californica multinucleocapsid NPV (AcMNPV) were closely related. The BmNPV genome was over 90% identical to about three-quarters of the genome of AcMNPV. The relatedness of predicted amino acid sequences of corresponding ORFs between BmNPV and AcMNPV was about 90%, However, the BmNPV genome lacked homologues of the following AcMNPV ORFs: Ac3 (conotoxin), Ac7 (orf603), Ac48 (etm), Ac49 (pcna), Ac70 (hcf-1), Ac86 (pnk/pnl) and Ac134 (p94). In addition, BmNPV contained five ORFs related to Ac2. A high frequency of multiple 3 bp insertions was also found within BmNPV and AcMNPV coding sequences.",,,,,,,,,,,,,,,,,0022-1317,1465-2099,,,,MAY,1999,80,,5,,,,1323,1337,,10.1099/0022-1317-80-5-1323,,,,,,,WOS:000080204200027,10355780,,,,,
J,"Corlett, RT; Westcott, DA",,,,"Corlett, Richard T.; Westcott, David A.",,,Will plant movements keep up with climate change?,TRENDS IN ECOLOGY & EVOLUTION,,,,,,,,,,,,"In the face of anthropogenic climate change, species must acclimate, adapt, move, or die. Although some species are moving already, their ability to keep up with the faster changes expected in the future is unclear. 'Migration lag' is a particular concern with plants, because it could threaten both biocliversity and carbon storage. Plant movements are mat realistically represented in models currently used toe predict future vegetation and carbon-cycle feedbacks, so there is an urgent need to understand how much of a problem failure to track climate change is likely to be. Therefore, in this review, we compare how fast plants need to move with how fast they can move; that is, the velocity of climate change with the velocity of plant movement.",,,,"Corlett, Richard T./S-2899-2019; Westcott, David A/G-5559-2010","Corlett, Richard T./0000-0002-2508-9465; ",,,,,,,,,,,,0169-5347,1872-8383,,,,AUG,2013,28,8,,,,,482,488,,10.1016/j.tree.2013.04.003,,,,,,,WOS:000323471400010,23721732,,,,,
