"DOI","Topic","value","Journal","Year","citations","influence","Title","Abstract","influenceSTD"
"10.1111/j.0906-7590.2008.05457.x",1,1,"ECOGRAPHY",2008,244,1.60330053071283,"Modelling species distributions without using species distributions: the cane toad in Australia under current and future climates","Accurate predictions of the potential distribution of range-shifting species are required for effective management of invasive species, and for assessments of the impact of climate change on native species. Range-shifting species pose a challenge for traditional correlative approaches to range prediction, often requiring the extrapolation of complex statistical associations into novel environmental space. Here we take an alternative approach that does not use species occurrence data, but instead captures the fundamental niche of a species by mechanistically linking key organismal traits with spatial data using biophysical models. We demonstrate this approach with a major invasive species, the cane toad Bufo marinus in Australia, assessing the direct climatic constraints on its ability to move, survive, and reproduce. We show that the current range can be explained by thermal constraints on the locomotor potential of the adult stage together with limitations on the availability of water for the larval stage. Our analysis provides a framework for biologically grounded predictions of the potential for cane toads to expand their range under current and future climate scenarios. More generally, by quantifying spatial variation in physiological constraints on an organism, trait-based approaches can be used to investigate the range-limits of any species. Assessments of spatial variation in the physiological constraints on an organism may also provide a mechanistic basis for forecasting the rate of range expansion and for understanding a species' potential to evolve at range-edges. Mechanistic approaches thus have broad application to process-based ecological and evolutionary models of range-shift.",0.342738850682502
"10.1086/588289",1,1,"AMERICAN NATURALIST",2008,110,0.811572521480437,"Adaptive dispersal strategies and the dynamics of a range expansion","In species undergoing range expansion, newly established populations are often more dispersive than older populations. Because dispersal phenotypes are complex and often costly, it is unclear how highly dispersive phenotypes are maintained in a species to enable their rapid expression during periods of range expansion. Here I test the idea that metapopulation dynamics of local extinction and recolonization maintain distinct dispersal strategies outside the context of range expansion. Western bluebirds display distinct dispersal phenotypes where aggressive males are more dispersive than nonaggressive males, resulting in highly aggressive populations at the edge of their expanding range. I experimentally created new habitat interior to the range edge to show that, as on the range front, it was colonized solely by aggressive males. Moreover, fitness consequences of aggression depended on population age: aggressive males had high fitness when colonizing new populations, while nonaggressive males performed best in an older population. These results suggest that distinct dispersal strategies were maintained before range expansion as an adaptation for the continual recolonization of new habitat. These results emphasize similarities between range expansion and metapopulation dynamics and suggest that preexisting adaptive dispersal strategies may explain rapid changes in dispersal phenotypes during range expansion.",0.0868458359943868
"10.1098/rspb.2007.0852",1,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2007,111,0.74106527860042,"Recent postglacial range expansion drives the rapid diversification of a songbird lineage in the genus Junco","Pleistocene glacial cycles are thought to have played a major role in the diversification of temperate and boreal species of North American birds. Given that coalescence times between sister taxa typically range from 0.1 to 2.0 Myr, it has been assumed that diversification occurred as populations were isolated in refugia over long periods of time, probably spanning one to several full glacial cycles. In contrast, the rapid postglacial range expansions and recolonization of northern latitudes following glacial maxima have received less attention as potential promoters of speciation. Here we report a case of extremely rapid diversification in the songbird genus funco as a result of a single continent-wide range expansion within the last 10 000 years. Molecular data from 264 juncos sampled throughout their range reveal that as the yellow-eyed junco ( funco phaeonotus) of Mesoamerica expanded northward following the last glacial maximum, it speciated into the dark-eyed junco ( Junco hyemalis), which subsequently diversified itself into at least five markedly distinct and geographically structured morphotypes in the USA and Canada. Patterns of low genetic structure and diversity in mitochondrial DNA and amplified fragment length polymorphism loci found in dark-eyed juncos relative to Mesoamerican yellow-eyed juncos provide support for the hypothesis of an expansion from the south, followed by rapid diversification in the north. These results underscore the role of postglacial expansions in promoting diversification and speciation through a mechanism that represents an alternative to traditional modes of Pleistocene speciation.",0.0640573142703579
"10.1111/j.1365-2486.2007.01426.x",1,1,"GLOBAL CHANGE BIOLOGY",2007,133,0.920406207256237,"Will northern fish populations be in hot water because of climate change?","Predicted increases in water temperature in response to climate change will have large implications for aquatic ecosystems, such as altering thermal habitat and potential range expansion of fish species. Warmwater fish species, such as smallmouth bass, Micropterus dolomieu, may have access to additional favourable thermal habitat under increased surface-water temperatures, thereby shifting the northern limit of the distribution of the species further north in Canada and potentially negatively impacting native fish communities. We assembled a database of summer surface-water temperatures for over 13 000 lakes across Canada. The database consists of lakes with a variety of physical, chemical and biological properties. We used general linear models to develop a nation-wide maximum lake surface-water temperature model. The model was extended to predict surface-water temperatures suitable to smallmouth bass and under climate-change scenarios. Air temperature, latitude, longitude and sampling time were good predictors of present-day maximum surface-water temperature. We predicted lake surface-water temperatures for July 2100 using three climate-change scenarios. Water temperatures were predicted to increase by as much as 18 degrees C by 2100, with the greatest increase in northern Canada. Lakes with maximum surface-water temperatures suitable for smallmouth bass populations were spatially identified. Under several climate-change scenarios, we were able to identify lakes that will contain suitable thermal habitat and, therefore, are vulnerable to invasion by smallmouth bass in 2100. This included lakes in the Arctic that were predicted to have suitable thermal habitat by 2100.",0.122021779788253
"10.1098/rspb.2006.3597",1,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2006,206,1.29117340522203,"Diluting the founder effect: cryptic invasions expand a marine invader's range","Most invasion histories include an estimated arrival time, followed by range expansion. Yet, such linear progression may not tell the entire story. The European green crab (Carcinus maenas) was first recorded in the US in 1817, followed by an episodic expansion of range to the north. Its population has recently exploded in the Canadian Maritimes. Although it has been suggested that this northern expansion is the result of warming sea temperatures or cold-water adaptation, Canadian populations have higher genetic diversity than southern populations, indicating that multiple introductions have occurred in the Maritimes since the 1980s. These new genetic lineages, probably from the northern end of the green crab's native range in Europe, persist in areas that were once thought to be too cold for the original southern invasion front. It is well established that ballast water can contain a wide array of nonindigenous species. Ballast discharge can also deliver genetic variation on a level comparable to that of native populations. Such gene flow not only increases the likelihood of persistence of invasive species, but it can also rapidly expand the range of long-established nonindigenous species.",0.241856792480198
"10.1111/j.1365-2486.2006.01174.x",1,1,"GLOBAL CHANGE BIOLOGY",2006,126,0.802641698415251,"Thermal niche, large-scale movements and implications of climate change for a critically endangered marine vertebrate","Climate change is expected to have a number of impacts on biological communities including range extensions and contractions. Recent analyses of multidecadal data sets have shown such monotonic shifts in the distribution of plankton communities and various fish species, both groups for which there is a large amount of historical data on distribution. However, establishing the implications of climate change for the range of endangered species is problematic as historic data are often lacking. We therefore used a different approach to predict the implications of climate change for the range of the critically endangered planktivourous leatherback turtle (Dermochelys coriacea). We used long-term satellite telemetry to define the habitat utilization of this species. We show that the northerly distribution limit of this species can essentially be encapsulated by the position of the 15 degrees C isotherm and that the summer position of this isotherm has moved north by 330 km in the North Atlantic in the last 17 years. Consequently, conservation measures will need to operate over ever-widening areas to accommodate this range extension.",0.0839593204093034
"10.1146/annurev.ecolsys.37.091305.110136",1,1,"ANNUAL REVIEW OF ECOLOGY EVOLUTION AND SYSTEMATICS",2006,151,0.982335132802937,"The role of hybridization in the evolution of reef corals","The importance of hybridization in the evolution of plant species is widely accepted, but its contributions to animal species evolution remain less recognized. Here we review evidence that hybridization has contributed to the evolution of reef corals, a group underpinning the coral reef ecosystem. Increasingly threatened by human and climate-related impacts, there is need to understand the evolutionary processes that have given rise to their diversity and contribute to their resilience. Reticulate evolutionary pathways among the ecologically prominent, mass-spawning genus Acropora suggest that hybridization, although rare on ecological timescales, has been instrumental in their diversification on evolutionary timescales. Evidence that coral hybrids colonize marginal habitats distinct from those of parental species' and that hybridization may be more frequent at peripheral boundaries of species' ranges supports a role for hybridization in range expansion and adaptation to changing environments. We conclude that outcomes of hybridization are significant for the future resilience of reef corals and warrant inclusion in conservation strategies.",0.142037718683614
"10.1086/423430",1,1,"AMERICAN NATURALIST",2004,214,1.26108519678495,"Changes in dispersal during species' range expansions","Explanations for rapid species' range expansions have typically been purely ecological, with little attention given to evolutionary processes. We tested predictions for the evolution of dispersal during range expansion using four species of wing-dimorphic bush cricket (Conocephalus discolor, Conocephalus dorsalis, Metrioptera roeselii, and Metrioptera brachyptera). We observed distinct changes in dispersal in the two species with expanding ranges. Recently colonized populations at the range margin showed increased frequencies of dispersive, long-winged (macropterous) individuals, compared with longer-established populations in the range core. This increase in dispersal appeared to be short-lived because 5 - 10 years after colonization populations showed similar incidences of macroptery to populations in the range core. These changes are consistent with evolutionary change; field patterns persisted when nymphs were reared under controlled environmental conditions, and range margin individuals reared in the laboratory flew farther than range core individuals in a wind tunnel. There was also a reproductive tradeoff with dispersal in both females and males, which could explain the rapid reversion to lower rates of dispersal once populations become established. The effect of population density on wing morphology differed between populations from the range core ( no significant effect of density) and expanding range margins ( negative density dependence), which we propose is part of the mechanism of the changes in dispersal. Transient changes in dispersal are likely to be common in many species undergoing range expansion and can have major population and biogeographic consequences.",0.232132035652416
"10.1890/02-0607",1,1,"ECOLOGY",2004,132,0.78079629687904,"Warmer winters drive butterfly range expansion by increasing survivorship","As the climate warms, many species are moving to higher latitudes and elevations. However, range shifts can be caused by many factors. These factors are unknown in most cases. The specific role of climate in these dynamics needs study to better predict future consequences of global warming. This case study evaluates whether warming,is driving the northward range expansion of a skipper butterfly (Atalopedes campestris). Recently colonized areas have warmed 2-4degreesC over the past 50 years. To assess the importance of climate change for population persistence in these areas, I compared population dynamics at two locations (at the current range edge and just inside the range) that differ by 2-3degreesC. Population growth rate at these two locations over two years was positively correlated with January mean and annual mean temperatures. To determine whether larval overwinter survivorship could explain this correlation, I transplanted larvae over winter to both sites. Larval survivorship was very low at both locations, but significantly lower at the range edge, probably because lower lethal temperatures frequently occurred there. To estimate the direct effect of cold stress on larval survivorship, I applied a previously derived hazard-rate model based on laboratory experiments. With input from field-measured daily mean temperature, the model accurately predicted transplant survivorship at both locations over two winters. Combined results from population and larval transplant analyses indicate that winter temperatures directly affect the persistence of A. campestris at its northern range edge, and that winter warming was a prerequisite for this butterfly's range expansion.",0.0768987066745521
"10.1890/0012-9658(2003)084[1067:DOTSBD]2.0.CO;2",1,1,"ECOLOGY",2003,153,0.910602271448061,"Dispersal of Trillium seeds by deer: Implications for long-distance migration of forest herbs","Theoretical models of plant range expansion require the assumption of occasional long-distance seed-dispersal events to explain post-glacial migration rates. For the many forest herbs whose seeds are dispersed primarily by ants, there are few documented mechanisms of occasional long-distance dispersal, so models of forest-herb migration have been largely phenomenological. Here we show that viable seeds of Trillium grandiflorum, an ant-dispersed forest herb in eastern North America, are dispersed via ingestion and defecation by white-tailed deer. We also use data from the literature on movement patterns and gut retention times to model a deer-generated seed shadow, showing that most seeds dispersed by deer should travel at least several hundred meters from parent plants, and occasionally >3 km. Our results provide a mechanism of long-distance dispersal that has likely contributed to rates of post-glacial migration and post-agricultural forest colonization.",0.118853066972099
"10.1554/0014-3820(2001)055[1016:LSAHGD]2.0.CO;2",1,1,"EVOLUTION",2001,127,0.717816918017372,"Landscape structure and hierarchical genetic diversity in the brook charr, Salvelinus fontinalis","Explaining the extent, causes, and consequences of biotic distributions in space is fundamental to our understanding of how species evolve and cope with particular environments. Yet, identifying extrinsic barriers to migration imposed by landscape structure and predicting their impacts on intraspecific genetic diversity remains a major challenge in population biology. In this study, 30 populations (771 individuals) of brook charr (Salvelinus fontinalis, Salmonidae) representing six major river drainages from Maine, USA, were characterized at six microsatellite loci to quantify the role of landscape features, such as habitat site, altitude, contemporary and historical connectivity, in shaping genetic diversity at three spatial scales: within lakes, within river drainages, and among river drainages. Within-population expected heterozygosity was negatively correlated with altitude, whereas no significant correlation was observed with lake size. Conversely, the extent of heterozygote deficiency within lakes was negatively associated with habitat size. The hierarchical analysis of genetic variance revealed that the extent of among-drainage differentiation was unexpectedly low relative to the pronounced population structuring within drainage. Geographically proximate St. John and Penobscot River drainages were characterized by opposite effects of altitude and geographic distance in shaping the pattern of population differentiation within drainages. The geographic pattern of differentiation among drainages could not be accounted for either by an isolation by distance or by a stepwise range expansion model. Overall, this study provided evidence for the role of contemporary landscape features in shaping the observed pattern of genetic diversity at smaller geographic scales (within and among populations within river drainage). On a broader geographic scale, contemporary landscape structure appeared to be only a minor factor determining the observed pattern of genetic structuring among drainages. These results add to the increasing evidence for nonequilibrium conditions between drift and migration in a wide array of animal taxa. The development of more realistic theoretical descriptions of nonequilibrium population structure thus appears to be important to better understand the relative influence of historical and ecological factors in shaping genetic variation in young habitats, such as recently deglaciated areas.",0.0565432526143603
"10.1098/rspb.1998.0423",1,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",1998,228,1.35144388030076,"Mediterranean Europe as an area of endemism for small mammals rather than a source for northwards postglacial colonization","There is a general perception that central and northern Europe were colonized by range expansion from Mediterranean refugia at the end of the last glaciation. Data from various species support this scenario, but we question its universality Our mitochondrial DNA studies on three widespread species of small mammal suggest that colonization may have occurred from glacial refugia in central Europe-western Asia. The haplotypes on the Mediterranean peninsulae are distinctive from those found elsewhere. Rather than contributing to the postglacial colonization of Europe, Mediterranean populations of widespread small mammals may represent long-term isolates undergoing allopatric speciation. This could explain the high endemism of small mammals associated with the Mediterranean peninsulae.",0.261336706522311
"10.1016/0006-3207(96)00015-8",1,1,"BIOLOGICAL CONSERVATION",1996,109,0.694845386559333,"Geographic spread of exotic species: Ecological lessons and opportunities from the invasion of the zebra mussel Dreissena polymorpha","The spatial and temporal dynamics of the recent invasion of North American fresh waters by the zebra mussel Dreissena polymorpha are reviewed in terms of the mechanistic bases behind the dispersal and colonization processes. The planktonic phase of the life cycle (the veliger), the ability of the benthic stage to attach to submerged objects, and the prominence of human activities as vectors for dispersal has promoted rapid spread of this aquatic pest to 18 states in the USA and two provinces in Canada within the first seven years of its introduction into the Laurentian Great Lakes. So far, the majority of range expansion has occurred within commercially navigable waters, and thus commercial shipping appears to be the most important vector of spread within connected bodies of water, especially to al ens upstream of established populations. In contrast, overland spread to isolated inland waters appears to occur more slowly, and by early 1994 adult mussels had only been found in eight inland lakes. Although there are many potential vectors of overland spread, transient recreational boating activity is suspected of being the primary means of overland dispersal, and several mechanisms associated with boating have been shown to be capable of transporting mussels in large numbers. Studies on waterfowl indicate that although ducks are capable of transporting zebra mussels, the rate of transport is quite small relative to boating activity. Other methods of inferring the relative importance of dispersal vectors are outlined, and an example of predicting the spread on the basis of regional patterns of recreational boating traffic is given. Finally, studies on the demographic conditions necessary for the establishment of new populations are suggested as a rewarding area of further research. Copyright (C) 1996 Elsevier Science Limited",0.0491186644120309
"10.2307/1940758",1,1,"ECOLOGY",1992,76,0.590863402347206,"EARLY STAGE OF HOST RANGE EXPANSION BY A SPECIALIST HERBIVORE, EUPHYDRYAS-PHAETON (NYMPHALIDAE)","We examined whether larval and adult behavior, physiology, and chemical defense were altered as a result of host range expansion by the Baltimore checkerspot (Euphydryas phaeton, Nymphalidae) from the native host plant, turtlehead (Chelone glabra, Scrophulariaceae), to the introduced weed, plantain (Plantago lanceolata, Plantaginaceae). We found that newly hatched larvae from eggs collected from a population using plantain were heavier than those from a population using turtlehead. Nonetheless, both the prediapause and postdiapause larvae derived from the turtlehead population and fed turtlehead in a laboratory experiment gained more mass than those from the plantain population fed plantain. Collections of diapausing larvae from field sites corroborated that pattern. Regardless of the population source (i.e., those using either turtlehead or plantain), postdiapause larvae reared on turtlehead exhibited higher relative growth rate (RGR), efficiency of conversion of ingested food (ECI), and efficiency of conversion of digested food (ECD) than those fed plantain, even though approximate digestibility (AD) and leaf nitrogen concentrations were lower for turtlehead. Regardless of their population of origin, choice tests showed that newly hatched larvae preferred turtlehead. Likewise, adult females reared from larvae collected from both populations oviposited exclusively on turtlehead. Both C. glabra and P. lanceolata contain iridoid glycosides. The iridoid glycoside profile of butterflies reared on these two plants differed, reflecting the differences of the host plants. The shift of some populations of E. phaeton onto plantain is most likely a function of several ecological factors rather than genetic differentiation between populations using turtlehead and plantain.",0.0155108305309348
"10.1002/ecy.3139",2,1,"ECOLOGY",2020,7,0.848669542020707,"Eco-evolutionary dynamics of range expansion","Understanding the movement of species' ranges is a classic ecological problem that takes on urgency in this era of global change. Historically treated as a purely ecological process, range expansion is now understood to involve eco-evolutionary feedbacks due to spatial genetic structure that emerges as populations spread. We synthesize empirical and theoretical work on the eco-evolutionary dynamics of range expansion, with emphasis on bridging directional, deterministic processes that favor evolved increases in dispersal and demographic traits with stochastic processes that lead to the random fixation of alleles and traits. We develop a framework for understanding the joint influence of these processes in changing the mean and variance of expansion speed and its underlying traits. Our synthesis of recent laboratory experiments supports the consistent role of evolution in accelerating expansion speed on average, and highlights unexpected diversity in how evolution can influence variability in speed: results not well predicted by current theory. We discuss and evaluate support for three classes of modifiers of eco-evolutionary range dynamics (landscape context, trait genetics, and biotic interactions), identify emerging themes, and suggest new directions for future work in a field that stands to increase in relevance as populations move in response to global change.",0.0988358986311759
"10.1111/ddi.13048",2,1,"DIVERSITY AND DISTRIBUTIONS",2020,5,0.560987469568926,"Predicted distributions of avian specialists: A framework for conservation of endangered forests under future climates","Aim Forested regions are of global importance for a multitude of ecosystem functions and services and are critical for biodiversity. Anthropogenic climate-change compounds negative effects of land-use change on forest persistence and forest-dependent biodiversity. Habitat loss and climate change have an additive effect and drive species' extinctions in similar ways, resulting in a homogenization of biodiversity. Connectivity is key in conservation planning for mitigating climate change effects and facilitating species' abilities to disperse throughout remnant habitat and track their climate niches. We used three forest-specialized and habitat-specific bird species as focal species to understand avian connectivity and conservation of each of South Africa's three threatened forest classes, as each species is range-restricted to its respective forest type. Location South Africa. Methods We created ensemble models of species' distributions and combined core home- and breeding-range patches with a hybrid of least-cost pathways and ecological circuit theory linkages to assess the success of corridors in facilitating connectivity of each of the three forest types. We then predicted the likelihood of niche persistence for each species under future climate-change scenarios, and the efficacy of our connectivity modelling to facilitate range expansion or climate-niche tracking. Results The projected habitat loss under climate-change scenarios impacted core-habitat patch distribution, size and connectivity, exacerbated habitat fragmentation and increased resistance and the severity of pinch points and barriers along dispersal corridors. Forest systems and associated focal species projected to experience the highest levels of habitat loss/contraction occurred at mid- to high elevations. Climate-change resilience across ecosystems, and persistence of species therein, was dependent on connectivity, facilitating species' ability to track specific climate niches. Main conclusions Climate-change resilience of ecosystems, and persistence of biodiversity therein, is most likely to be a product of high functional biodiversity, connectedness and the ability of species to track specific climate niches.",0.00585468294476362
"10.1111/gcb.14996",2,1,"GLOBAL CHANGE BIOLOGY",2020,22,1.90472221627002,"Climate-induced changes in the suitable habitat of cold-water corals and commercially important deep-sea fishes in the North Atlantic","The deep sea plays a critical role in global climate regulation through uptake and storage of heat and carbon dioxide. However, this regulating service causes warming, acidification and deoxygenation of deep waters, leading to decreased food availability at the seafloor. These changes and their projections are likely to affect productivity, biodiversity and distributions of deep-sea fauna, thereby compromising key ecosystem services. Understanding how climate change can lead to shifts in deep-sea species distributions is critically important in developing management measures. We used environmental niche modelling along with the best available species occurrence data and environmental parameters to model habitat suitability for key cold-water coral and commercially important deep-sea fish species under present-day (1951-2000) environmental conditions and to project changes under severe, high emissions future (2081-2100) climate projections (RCP8.5 scenario) for the North Atlantic Ocean. Our models projected a decrease of 28%-100% in suitable habitat for cold-water corals and a shift in suitable habitat for deep-sea fishes of 2.0 degrees-9.9 degrees towards higher latitudes. The largest reductions in suitable habitat were projected for the scleractinian coral Lophelia pertusa and the octocoral Paragorgia arborea, with declines of at least 79% and 99% respectively. We projected the expansion of suitable habitat by 2100 only for the fishes Helicolenus dactylopterus and Sebastes mentella (20%-30%), mostly through northern latitudinal range expansion. Our results projected limited climate refugia locations in the North Atlantic by 2100 for scleractinian corals (30%-42% of present-day suitable habitat), even smaller refugia locations for the octocorals Acanella arbuscula and Acanthogorgia armata (6%-14%), and almost no refugia for P. arborea. Our results emphasize the need to understand how anticipated climate change will affect the distribution of deep-sea species including commercially important fishes and foundation species, and highlight the importance of identifying and preserving climate refugia for a range of area-based planning and management tools.",0.440160822508893
"10.1111/ecog.04892",2,1,"ECOGRAPHY",2020,10,1.16712327313924,"Latitudinal clines in the timing and temperature-sensitivity of photoperiodic reproductive diapause in Drosophila montana","Reproductive diapause is a primary mechanism used by arthropods to synchronize their life cycle with seasonal changes in temperate regions. Our study species, Drosophila montana, represents the northern insect species where flies enter reproductive diapause under short day conditions and where the precise timing of diapause is crucial for both survival and offspring production. We have studied clinal variation in the critical day length for female diapause induction (CDL) and their overall susceptibility to enter diapause (diapause incidence), as well as the temperature sensitivity of these traits. The study was performed using multiple strains from four latitudinal clines of the species - short clines in Finland and Alaska and long clines in the Rocky Mountains and the western coast of North America - and from one population in Kamchatka, Russia. CDL showed strong latitudinal clines on both continents, decreasing by one hour per five degrees decline in latitude, on average. CDL also decreased in all populations along with an increase in fly rearing temperature postponing the diapause to later calendar time, the effects of temperature being stronger in southern than in northern population. Female diapause incidence was close to 100% under short day/low temperature conditions in all populations, but decreased below 50% even under short days in 19 degrees C in the southern North American western coast populations and in 22 degrees C in most populations. Comparing a diversity of climatic data for the studied populations showed that while CDL is under a tight photoperiodic regulation linked with latitude, its length depends also on climatic factors determining the growing season length. Overall, the study deepens our understanding of how spatial and environmental parameters affect the seasonal timing of an important biological event, reproductive diapause and helps to estimate the evolutionary potential of insect populations to survive in changing climatic conditions.",0.201762767889733
"10.1146/annurev-ecolsys-012120-091002",2,1,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 51, 2020",2020,5,0.560987469568926,"What Do We Really Know About Adaptation at Range Edges?","Recent theory and empirical evidence have provided new insights regarding how evolutionary forces interact to shape adaptation at stable and transient range margins. Predictions regarding trait divergence at leading edges are frequently supported. However, declines in fitness at and beyond edges show that trait divergence has sometimes been insufficient to maintain high fitness, so identifying constraints to adaptation at range edges remains a key challenge. Indirect evidence suggests that range expansion may be limited by adaptive genetic variation, but direct estimates of genetic constraints at and beyond range edges are still scarce. Sequence data suggest increased genetic load in edge populations in several systems, but its causes and fitness consequences are usually poorly understood. The balance between maladaptive and positive effects of gene flow on fitness at range edges deserves further study. It is becoming increasingly clear that characterizations about degree of adaptation based solely on geographical peripherality are unsupported.",0.00585468294476362
"10.1111/1440-1703.12076",2,1,"ECOLOGICAL RESEARCH",2020,8,0.966452577677091,"Invader at the gate: The status of red imported fire ant in Australia and Asia","Since it first secured a foothold in the southern United States in the 1930s from its native South America, the red imported fire ant Solenopsis invicta Buren has now spread to more than 20 countries and territories. We update the status of S. invicta in Australia, China and Taiwan and discuss the invasion threat posed to other countries in the region, including India, Japan, South Korea, Myanmar, Laos and Vietnam. An analysis of the manner of spread and responses by governments to the invasion reveals some important lessons: (a) S. invicta can be eradicated if detected early enough, (b) there has been a level of unpreparedness and under-resourcing of quarantine agencies in some countries to deal with the pest, (c) strict controls on the movement of products likely to harbor S. invicta are essential in preventing or slowing the spread of the pest and has a major influence on the success or failure of eradication efforts and (d) a coordinated agency response is necessary to prevent treatment failure. Currently, cargo container traffic is the main mechanism for movement of S. invicta around the world and can only be addressed by international collaboration. Given the recent fire ant propagule pressure on Japan and South Korea via container traffic from China, it is likely that China may be a new bridgehead for the invasion of its neighbors in Asia and beyond.",0.136904346029483
"10.1111/oik.06857",2,1,"OIKOS",2020,7,0.848669542020707,"Fragmentation and the context-dependence of dispersal syndromes: matrix harshness modifies resident-disperser phenotypic differences in microcosms","Habitat fragmentation, the conversion of landscapes into patchy habitats separated by unsuitable environments, is expected to reduce dispersal among patches. However, its effects on dispersal should depend on dispersal syndromes, i.e. how dispersal covaries with phenotypic traits, because these syndromes can drastically alter dispersal and subsequent ecological and evolutionary dynamics. Our comprehension of whether environmental factors such as habitat fragmentation generate and/or modify dispersal syndromes (i.e. conditional dispersal syndromes) is therefore key for biodiversity forecasting. Here we tested whether habitat fragmentation modulates dispersal syndromes by experimentally manipulating matrix harshness, a critical feature of habitat fragmentation, in ciliate microcosms. We found evidence for dispersal syndromes involving multiple traits linked to morphology (elongation and size), movement (velocity and linearity) and demography (growth rate and maximal population density). More importantly, these syndromes were modified by matrix harshness, with increased differences between residents and dispersers in morphology and movement traits, and decreased differences in growth rate as the matrix became increasingly harsh. Our findings thus reveal that habitat fragmentation can mediate the intensity and form of dispersal syndromes, a context-dependence that could have important consequences for ecological and evolutionary dynamics under environmental changes.",0.0988358986311759
"10.1016/j.biocon.2019.05.011",2,1,"BIOLOGICAL CONSERVATION",2019,10,0.607481714996269,"1980s-2010s: The world's largest mangrove ecosystem is becoming homogeneous","Knowledge gaps in spatiotemporal changes in mangrove diversity and composition have obstructed mangrove conservation programs across the tropics, but particularly in the Sundarbans (10,017 km(2)), the world's largest remaining natural mangrove ecosystem. Using mangrove tree data collected from Earth's largest permanent sample plot network at four historical time points (1986, 1994, 1999 and 2014), this study establishes spatially explicit baseline biodiversity information for the Sundarbans. We determined the spatial and temporal differences in alpha, beta, and gamma diversity in three ecological zones (hypo-, meso-, and hypersaline) and also uncovered changes in the mangroves' overall geographic range and abundances therein. Spatially, the hyposaline mangrove communities were the most diverse and heterogeneous in species composition while the hypersaline communities were the least diverse and most homogeneous at all historical time points. Since 1986, we detect an increasing trend of compositional homogeneity (between-site similarity in species composition) and a significant spatial contraction of distinct and diverse areas over the entire ecosystem. Temporally, the western and southern hypersaline communities have undergone radical shifts in species composition due to population increase and range expansion of the native invasive species Ceriops decandra and local extinction or range contraction of specialists including the globally endangered Heritiera fomes. The surviving biodiversity hotspots are distributed outside the legislated protected area network. In addition to suggesting the immediate coverage of these hotspots under protected area management, our novel biodiversity insights and spatial maps can form the basis for spatial conservation planning, biodiversity monitoring and protection initiatives for the Sundarbans.",0.0208820060775992
"10.1002/ecy.2701",2,1,"ECOLOGY",2019,13,0.848643771813157,"Faster movement in nonhabitat matrix promotes range shifts in heterogeneous landscapes","Ecologists often assume that range expansion will be fastest in landscapes composed entirely of the highest-quality habitat. Theoretical models, however, show that range expansion depends on both habitat quality and habitat-specific movement rates. Using data from 78 species in 70 studies, we find that animals typically have faster movement through lower-quality environments (73% of published cases). Therefore, if we want to manage landscapes for range expansion, there is a trade-off between promoting movement with nonhostile matrix, and promoting population growth with high-quality habitat. We illustrate how this trade-off plays out with the use of an exemplar species, the Baltimore checkerspot butterfly. For this species, we calculate that the expected rate of range expansion is fastest in landscapes with similar to 15% high-quality habitat. Behavioral responses to nonhabitat matrix have often been documented in animal populations, but rarely included in empirical predictions of range expansion. Considering movement behavior could change land-planning priorities from focus on high-quality habitat only to integrating high- and low-quality land cover types, and evaluating the costs and benefits of different matrix land covers for range expansion.",0.0988275694878057
"10.1002/ece3.4952",2,1,"ECOLOGY AND EVOLUTION",2019,11,0.694493091985898,"Population genomics of rapidly invading lionfish in the Caribbean reveals signals of range expansion in the absence of spatial population structure","Range expansions driven by global change and species invasions may have significant genomic, evolutionary, and ecological implications. During range expansions, strong genetic drift characterized by repeated founder events can result in decreased genetic diversity with increased distance from the center of the historic range, or the point of invasion. The invasion of the Indo-Pacific lionfish, Pterois volitans, into waters off the US East Coast, Gulf of Mexico, and Caribbean Sea provides a natural system to study rapid range expansion in an invasive marine fish with high dispersal capabilities. We report results from 12,759 single nucleotide polymorphism loci sequenced by restriction enzyme-associated DNA sequencing for nine P. volitans sampling areas in the invaded range, including Florida and other sites throughout the Caribbean, as well as mitochondrial control region D-loop data. Analyses revealed low to no spatially explicit metapopulation genetic structure, which is partly consistent with previous finding of little structure within ocean basins, but partly divergent from initial reports of between-basin structure. Genetic diversity, however, was not homogeneous across all sampled sites. Patterns of genetic diversity correlate with invasion pathway. Observed heterozygosity, averaged across all loci within a population, decreases with distance from Florida while expected heterozygosity is mostly constant in sampled populations, indicating population genetic disequilibrium correlated with distance from the point of invasion. Using an F-ST outlier analysis and a Bayesian environmental correlation analysis, we identified 256 and 616 loci, respectively, that could be experiencing selection or genetic drift. Of these, 24 loci were shared between the two methods.",0.0490047999037614
